date,season,home_team,away_team,home_score,away_score,is_playoff
2025-12-01,2025-26,St. Louis Blues,Anaheim Ducks,1,4,False
2025-12-02,2025-26,Colorado Avalanche,Vancouver Canucks,3,1,False
2025-12-02,2025-26,Detroit Red Wings,Boston Bruins,5,4,False
2025-12-02,2025-26,Edmonton Oilers,Minnesota Wild,0,1,False
2025-12-02,2025-26,Florida Panthers,Toronto Maple Leafs,1,4,False
2025-12-02,2025-26,Los Angeles Kings,Washington Capitals,1,3,False
2025-12-02,2025-26,Montreal Canadiens,Ottawa Senators,2,5,False
2025-12-02,2025-26,Nashville Predators,Calgary Flames,5,1,False
2025-12-02,2025-26,New York Islanders,Tampa Bay Lightning,2,1,False
2025-12-02,2025-26,New York Rangers,Dallas Stars,3,2,False
2025-12-02,2025-26,Vegas Golden Knights,Chicago Blackhawks,4,3,False
2025-12-03,2025-26,Anaheim Ducks,Utah Mammoth,0,7,False
2025-12-03,2025-26,Montreal Canadiens,Winnipeg Jets,3,2,False
2025-12-03,2025-26,New Jersey Devils,Dallas Stars,0,3,False
2025-12-03,2025-26,Philadelphia Flyers,Buffalo Sabres,5,2,False
2025-12-03,2025-26,San Jose Sharks,Washington Capitals,1,7,False
2025-12-04,2025-26,Boston Bruins,St. Louis Blues,5,2,False
2025-12-04,2025-26,Carolina Hurricanes,Toronto Maple Leafs,1,5,False
2025-12-04,2025-26,Columbus Blue Jackets,Detroit Red Wings,6,5,False
2025-12-04,2025-26,Calgary Flames,Minnesota Wild,4,1,False
2025-12-04,2025-26,Edmonton Oilers,Seattle Kraken,9,4,False
2025-12-04,2025-26,Florida Panthers,Nashville Predators,1,2,False
2025-12-04,2025-26,Los Angeles Kings,Chicago Blackhawks,1,2,False
2025-12-04,2025-26,New York Islanders,Colorado Avalanche,6,3,False
2025-12-04,2025-26,Ottawa Senators,New York Rangers,2,4,False
2025-12-04,2025-26,Tampa Bay Lightning,Pittsburgh Penguins,3,4,False
2025-12-05,2025-26,Anaheim Ducks,Washington Capitals,4,3,False
2025-12-05,2025-26,Dallas Stars,San Jose Sharks,4,1,False
2025-12-05,2025-26,New Jersey Devils,Vegas Golden Knights,0,3,False
2025-12-05,2025-26,Vancouver Canucks,Utah Mammoth,1,4,False
2025-12-05,2025-26,Winnipeg Jets,Buffalo Sabres,4,1,False
2025-12-06,2025-26,Boston Bruins,New Jersey Devils,4,1,False
2025-12-06,2025-26,Carolina Hurricanes,Nashville Predators,6,3,False
2025-12-06,2025-26,Calgary Flames,Utah Mammoth,2,0,False
2025-12-06,2025-26,Edmonton Oilers,Winnipeg Jets,6,2,False
2025-12-06,2025-26,Florida Panthers,Columbus Blue Jackets,7,6,False
2025-12-06,2025-26,Los Angeles Kings,Chicago Blackhawks,6,0,False
2025-12-06,2025-26,New York Rangers,Colorado Avalanche,2,3,False
2025-12-06,2025-26,Ottawa Senators,St. Louis Blues,1,2,False
2025-12-06,2025-26,Seattle Kraken,Detroit Red Wings,3,4,False
2025-12-06,2025-26,Tampa Bay Lightning,New York Islanders,0,2,False
2025-12-06,2025-26,Toronto Maple Leafs,Montreal Canadiens,1,2,False
2025-12-06,2025-26,Vancouver Canucks,Minnesota Wild,4,2,False
2025-12-07,2025-26,Anaheim Ducks,Chicago Blackhawks,7,1,False
2025-12-07,2025-26,Carolina Hurricanes,San Jose Sharks,1,4,False
2025-12-07,2025-26,Dallas Stars,Pittsburgh Penguins,3,2,False
2025-12-07,2025-26,Florida Panthers,New York Islanders,4,1,False
2025-12-07,2025-26,Montreal Canadiens,St. Louis Blues,3,4,False
2025-12-07,2025-26,New York Rangers,Vegas Golden Knights,2,3,False
2025-12-07,2025-26,Philadelphia Flyers,Colorado Avalanche,2,3,False
2025-12-07,2025-26,Washington Capitals,Columbus Blue Jackets,2,0,False
2025-12-08,2025-26,Calgary Flames,Buffalo Sabres,7,4,False
2025-12-08,2025-26,Seattle Kraken,Minnesota Wild,1,4,False
2025-12-08,2025-26,Toronto Maple Leafs,Tampa Bay Lightning,2,0,False
2025-12-08,2025-26,Utah Mammoth,Los Angeles Kings,2,4,False
2025-12-08,2025-26,Vancouver Canucks,Detroit Red Wings,0,4,False
2025-12-09,2025-26,Carolina Hurricanes,Columbus Blue Jackets,4,1,False
2025-12-09,2025-26,Edmonton Oilers,Buffalo Sabres,3,4,False
2025-12-09,2025-26,Montreal Canadiens,Tampa Bay Lightning,1,6,False
2025-12-09,2025-26,Nashville Predators,Colorado Avalanche,4,3,False
2025-12-09,2025-26,New York Islanders,Vegas Golden Knights,5,4,False
2025-12-09,2025-26,Ottawa Senators,New Jersey Devils,3,4,False
2025-12-09,2025-26,Philadelphia Flyers,San Jose Sharks,4,1,False
2025-12-09,2025-26,Pittsburgh Penguins,Anaheim Ducks,3,4,False
2025-12-09,2025-26,St. Louis Blues,Boston Bruins,2,5,False
2025-12-09,2025-26,Winnipeg Jets,Dallas Stars,3,4,False
2025-12-10,2025-26,Calgary Flames,Detroit Red Wings,3,4,False
2025-12-10,2025-26,Chicago Blackhawks,New York Rangers,3,0,False
2025-12-10,2025-26,Seattle Kraken,Los Angeles Kings,3,2,False
2025-12-10,2025-26,Utah Mammoth,Florida Panthers,3,4,False
2025-12-11,2025-26,Columbus Blue Jackets,Ottawa Senators,3,6,False
2025-12-11,2025-26,Colorado Avalanche,Florida Panthers,6,2,False
2025-12-11,2025-26,Edmonton Oilers,Detroit Red Wings,4,1,False
2025-12-11,2025-26,Minnesota Wild,Dallas Stars,5,2,False
2025-12-11,2025-26,New Jersey Devils,Tampa Bay Lightning,4,8,False
2025-12-11,2025-26,Nashville Predators,St. Louis Blues,7,2,False
2025-12-11,2025-26,New York Islanders,Anaheim Ducks,5,2,False
2025-12-11,2025-26,Philadelphia Flyers,Vegas Golden Knights,2,3,False
2025-12-11,2025-26,Pittsburgh Penguins,Montreal Canadiens,2,4,False
2025-12-11,2025-26,Toronto Maple Leafs,San Jose Sharks,2,3,False
2025-12-11,2025-26,Vancouver Canucks,Buffalo Sabres,2,3,False
2025-12-11,2025-26,Winnipeg Jets,Boston Bruins,3,6,False
2025-12-11,2025-26,Washington Capitals,Carolina Hurricanes,2,3,False
2025-12-12,2025-26,St. Louis Blues,Chicago Blackhawks,3,2,False
2025-12-12,2025-26,Utah Mammoth,Seattle Kraken,5,3,False
2025-12-13,2025-26,Columbus Blue Jackets,Vegas Golden Knights,2,3,False
2025-12-13,2025-26,Chicago Blackhawks,Detroit Red Wings,0,4,False
2025-12-13,2025-26,Colorado Avalanche,Nashville Predators,4,2,False
2025-12-13,2025-26,Dallas Stars,Florida Panthers,0,4,False
2025-12-13,2025-26,Los Angeles Kings,Calgary Flames,1,2,False
2025-12-13,2025-26,Minnesota Wild,Ottawa Senators,3,2,False
2025-12-13,2025-26,New Jersey Devils,Anaheim Ducks,4,1,False
2025-12-13,2025-26,New York Islanders,Tampa Bay Lightning,3,2,False
2025-12-13,2025-26,New York Rangers,Montreal Canadiens,5,4,False
2025-12-13,2025-26,Philadelphia Flyers,Carolina Hurricanes,3,4,False
2025-12-13,2025-26,Pittsburgh Penguins,San Jose Sharks,5,6,False
2025-12-13,2025-26,Toronto Maple Leafs,Edmonton Oilers,3,6,False
2025-12-13,2025-26,Winnipeg Jets,Washington Capitals,5,1,False
2025-12-14,2025-26,Carolina Hurricanes,Philadelphia Flyers,3,2,False
2025-12-14,2025-26,Minnesota Wild,Boston Bruins,6,2,False
2025-12-14,2025-26,Montreal Canadiens,Edmonton Oilers,4,1,False
2025-12-14,2025-26,New Jersey Devils,Vancouver Canucks,1,2,False
2025-12-14,2025-26,Pittsburgh Penguins,Utah Mammoth,4,5,False
2025-12-14,2025-26,Seattle Kraken,Buffalo Sabres,1,3,False
2025-12-15,2025-26,Dallas Stars,Los Angeles Kings,4,1,False
2025-12-15,2025-26,New York Rangers,Anaheim Ducks,1,4,False
2025-12-15,2025-26,St. Louis Blues,Nashville Predators,2,5,False
2025-12-15,2025-26,Tampa Bay Lightning,Florida Panthers,2,5,False
2025-12-15,2025-26,Winnipeg Jets,Ottawa Senators,2,3,False
2025-12-16,2025-26,Boston Bruins,Utah Mammoth,4,1,False
2025-12-16,2025-26,Columbus Blue Jackets,Anaheim Ducks,4,3,False
2025-12-16,2025-26,Detroit Red Wings,New York Islanders,3,2,False
2025-12-16,2025-26,Minnesota Wild,Washington Capitals,5,0,False
2025-12-16,2025-26,Montreal Canadiens,Philadelphia Flyers,1,4,False
2025-12-16,2025-26,New York Rangers,Vancouver Canucks,0,3,False
2025-12-16,2025-26,Pittsburgh Penguins,Edmonton Oilers,4,6,False
2025-12-16,2025-26,Seattle Kraken,Colorado Avalanche,3,5,False
2025-12-16,2025-26,San Jose Sharks,Calgary Flames,6,3,False
2025-12-16,2025-26,Toronto Maple Leafs,Chicago Blackhawks,3,2,False
2025-12-17,2025-26,Detroit Red Wings,Utah Mammoth,1,4,False
2025-12-17,2025-26,Florida Panthers,Los Angeles Kings,3,2,False
2025-12-17,2025-26,Nashville Predators,Carolina Hurricanes,1,4,False
2025-12-17,2025-26,St. Louis Blues,Winnipeg Jets,1,0,False
2025-12-17,2025-26,Vegas Golden Knights,New Jersey Devils,1,2,False
2025-12-18,2025-26,Boston Bruins,Edmonton Oilers,1,3,False
2025-12-18,2025-26,Buffalo Sabres,Philadelphia Flyers,5,3,False
2025-12-18,2025-26,Columbus Blue Jackets,Minnesota Wild,2,5,False
2025-12-18,2025-26,Calgary Flames,Seattle Kraken,4,2,False
2025-12-18,2025-26,Montreal Canadiens,Chicago Blackhawks,4,1,False
2025-12-18,2025-26,Ottawa Senators,Pittsburgh Penguins,4,0,False
2025-12-18,2025-26,San Jose Sharks,Dallas Stars,3,5,False
2025-12-18,2025-26,St. Louis Blues,New York Rangers,1,2,False
2025-12-18,2025-26,Tampa Bay Lightning,Los Angeles Kings,1,2,False
2025-12-18,2025-26,Washington Capitals,Toronto Maple Leafs,4,0,False
2025-12-19,2025-26,Anaheim Ducks,Dallas Stars,3,8,False
2025-12-19,2025-26,Colorado Avalanche,Winnipeg Jets,3,2,False
2025-12-19,2025-26,Florida Panthers,Carolina Hurricanes,4,3,False
2025-12-19,2025-26,New York Islanders,Vancouver Canucks,1,4,False
2025-12-19,2025-26,Utah Mammoth,New Jersey Devils,1,2,False
2025-12-20,2025-26,Anaheim Ducks,Columbus Blue Jackets,4,3,False
2025-12-20,2025-26,Boston Bruins,Vancouver Canucks,4,5,False
2025-12-20,2025-26,Buffalo Sabres,New York Islanders,3,2,False
2025-12-20,2025-26,Calgary Flames,Vegas Golden Knights,6,3,False
2025-12-20,2025-26,Florida Panthers,St. Louis Blues,2,6,False
2025-12-20,2025-26,Minnesota Wild,Edmonton Oilers,5,2,False
2025-12-20,2025-26,Montreal Canadiens,Pittsburgh Penguins,4,0,False
2025-12-20,2025-26,Nashville Predators,Toronto Maple Leafs,5,3,False
2025-12-20,2025-26,New York Rangers,Philadelphia Flyers,5,4,False
2025-12-20,2025-26,Ottawa Senators,Chicago Blackhawks,6,4,False
2025-12-20,2025-26,San Jose Sharks,Seattle Kraken,2,4,False
2025-12-20,2025-26,Tampa Bay Lightning,Carolina Hurricanes,6,4,False
2025-12-20,2025-26,Washington Capitals,Detroit Red Wings,2,5,False
2025-12-21,2025-26,Boston Bruins,Ottawa Senators,2,6,False
2025-12-21,2025-26,Dallas Stars,Toronto Maple Leafs,5,1,False
2025-12-21,2025-26,Detroit Red Wings,Washington Capitals,3,2,False
2025-12-21,2025-26,Edmonton Oilers,Vegas Golden Knights,4,3,False
2025-12-21,2025-26,Minnesota Wild,Colorado Avalanche,1,5,False
2025-12-21,2025-26,New Jersey Devils,Buffalo Sabres,1,3,False
2025-12-21,2025-26,Nashville Predators,New York Rangers,2,1,False
2025-12-21,2025-26,Pittsburgh Penguins,Montreal Canadiens,4,3,False
2025-12-21,2025-26,Utah Mammoth,Winnipeg Jets,4,3,False
2025-12-22,2025-26,Anaheim Ducks,Seattle Kraken,1,3,False
2025-12-22,2025-26,Los Angeles Kings,Columbus Blue Jackets,1,3,False
2025-12-22,2025-26,Philadelphia Flyers,Vancouver Canucks,5,2,False
2025-12-22,2025-26,Tampa Bay Lightning,St. Louis Blues,4,1,False
2025-12-23,2025-26,Boston Bruins,Montreal Canadiens,2,6,False
2025-12-23,2025-26,Carolina Hurricanes,Florida Panthers,2,5,False
2025-12-23,2025-26,Chicago Blackhawks,Philadelphia Flyers,1,3,False
2025-12-23,2025-26,Colorado Avalanche,Utah Mammoth,1,0,False
2025-12-23,2025-26,Detroit Red Wings,Dallas Stars,4,3,False
2025-12-23,2025-26,Edmonton Oilers,Calgary Flames,5,1,False
2025-12-23,2025-26,Los Angeles Kings,Seattle Kraken,2,3,False
2025-12-23,2025-26,Minnesota Wild,Nashville Predators,2,3,False
2025-12-23,2025-26,New York Islanders,New Jersey Devils,2,1,False
2025-12-23,2025-26,Ottawa Senators,Buffalo Sabres,2,3,False
2025-12-23,2025-26,Toronto Maple Leafs,Pittsburgh Penguins,6,3,False
2025-12-23,2025-26,Vegas Golden Knights,San Jose Sharks,7,2,False
2025-12-23,2025-26,Washington Capitals,New York Rangers,3,7,False
2025-12-27,2025-26,Buffalo Sabres,Boston Bruins,4,1,False
2025-12-27,2025-26,Carolina Hurricanes,Detroit Red Wings,5,2,False
2025-12-27,2025-26,Calgary Flames,Edmonton Oilers,3,2,False
2025-12-27,2025-26,Dallas Stars,Chicago Blackhawks,3,4,False
2025-12-27,2025-26,Florida Panthers,Tampa Bay Lightning,2,4,False
2025-12-27,2025-26,Los Angeles Kings,Anaheim Ducks,6,1,False
2025-12-27,2025-26,New Jersey Devils,Washington Capitals,3,4,False
2025-12-27,2025-26,New York Islanders,New York Rangers,2,0,False
2025-12-27,2025-26,St. Louis Blues,Nashville Predators,3,2,False
2025-12-27,2025-26,Toronto Maple Leafs,Ottawa Senators,7,5,False
2025-12-27,2025-26,Vancouver Canucks,San Jose Sharks,3,6,False
2025-12-27,2025-26,Vegas Golden Knights,Colorado Avalanche,5,6,False
2025-12-27,2025-26,Winnipeg Jets,Minnesota Wild,3,4,False
2025-12-28,2025-26,Columbus Blue Jackets,New York Islanders,4,2,False
2025-12-28,2025-26,Chicago Blackhawks,Pittsburgh Penguins,3,7,False
2025-12-28,2025-26,Detroit Red Wings,Toronto Maple Leafs,3,2,False
2025-12-28,2025-26,Seattle Kraken,Philadelphia Flyers,4,1,False
2025-12-28,2025-26,Tampa Bay Lightning,Montreal Canadiens,5,4,False
2025-12-29,2025-26,Anaheim Ducks,San Jose Sharks,4,5,False
2025-12-29,2025-26,Carolina Hurricanes,New York Rangers,3,2,False
2025-12-29,2025-26,Calgary Flames,Boston Bruins,2,1,False
2025-12-29,2025-26,Colorado Avalanche,Los Angeles Kings,5,2,False
2025-12-29,2025-26,Florida Panthers,Washington Capitals,5,3,False
2025-12-29,2025-26,Ottawa Senators,Columbus Blue Jackets,1,4,False
2025-12-29,2025-26,Seattle Kraken,Vancouver Canucks,2,3,False
2025-12-29,2025-26,St. Louis Blues,Buffalo Sabres,2,4,False
2025-12-29,2025-26,Utah Mammoth,Nashville Predators,3,4,False
2025-12-29,2025-26,Vegas Golden Knights,Minnesota Wild,2,5,False
2025-12-29,2025-26,Winnipeg Jets,Edmonton Oilers,1,3,False
2025-12-30,2025-26,Chicago Blackhawks,New York Islanders,2,3,False
2025-12-30,2025-26,Florida Panthers,Montreal Canadiens,2,3,False
2025-12-30,2025-26,Pittsburgh Penguins,Carolina Hurricanes,5,1,False
2025-12-30,2025-26,Toronto Maple Leafs,New Jersey Devils,4,0,False
2025-12-30,2025-26,Vancouver Canucks,Philadelphia Flyers,3,6,False
2025-12-31,2025-26,Anaheim Ducks,Tampa Bay Lightning,3,4,False
2025-12-31,2025-26,Columbus Blue Jackets,New Jersey Devils,2,3,False
2025-12-31,2025-26,Calgary Flames,Philadelphia Flyers,5,1,False
2025-12-31,2025-26,Colorado Avalanche,St. Louis Blues,6,1,False
2025-12-31,2025-26,Dallas Stars,Buffalo Sabres,1,4,False
2025-12-31,2025-26,Detroit Red Wings,Winnipeg Jets,2,1,False
2025-12-31,2025-26,Edmonton Oilers,Boston Bruins,2,6,False
2025-12-31,2025-26,San Jose Sharks,Minnesota Wild,4,3,False
2025-12-31,2025-26,Vegas Golden Knights,Nashville Predators,2,4,False
2025-12-31,2025-26,Washington Capitals,New York Rangers,6,3,False
2026-01-01,2025-26,Carolina Hurricanes,Montreal Canadiens,5,7,False
2026-01-01,2025-26,Chicago Blackhawks,Dallas Stars,4,3,False
2026-01-01,2025-26,Los Angeles Kings,Tampa Bay Lightning,3,5,False
2026-01-01,2025-26,New York Islanders,Utah Mammoth,2,7,False
2026-01-01,2025-26,Ottawa Senators,Washington Capitals,4,3,False
2026-01-01,2025-26,Pittsburgh Penguins,Detroit Red Wings,4,3,False
2026-01-01,2025-26,Seattle Kraken,Nashville Predators,4,1,False
2026-01-01,2025-26,Toronto Maple Leafs,Winnipeg Jets,6,5,False
2026-01-02,2025-26,Anaheim Ducks,Minnesota Wild,2,5,False
2026-01-02,2025-26,Florida Panthers,New York Rangers,1,5,False
2026-01-02,2025-26,St. Louis Blues,Vegas Golden Knights,4,3,False
2026-01-02,2025-26,Vancouver Canucks,Seattle Kraken,3,4,False
2026-01-03,2025-26,Carolina Hurricanes,Colorado Avalanche,3,5,False
2026-01-03,2025-26,Columbus Blue Jackets,Buffalo Sabres,5,1,False
2026-01-03,2025-26,Calgary Flames,Nashville Predators,3,4,False
2026-01-03,2025-26,Detroit Red Wings,Pittsburgh Penguins,1,4,False
2026-01-03,2025-26,Edmonton Oilers,Philadelphia Flyers,2,5,False
2026-01-03,2025-26,Los Angeles Kings,Minnesota Wild,5,4,False
2026-01-03,2025-26,New Jersey Devils,Utah Mammoth,4,1,False
2026-01-03,2025-26,New York Islanders,Toronto Maple Leafs,4,3,False
2026-01-03,2025-26,Ottawa Senators,Winnipeg Jets,4,2,False
2026-01-03,2025-26,San Jose Sharks,Tampa Bay Lightning,3,7,False
2026-01-03,2025-26,St. Louis Blues,Montreal Canadiens,2,0,False
2026-01-03,2025-26,Vancouver Canucks,Boston Bruins,2,3,False
2026-01-03,2025-26,Washington Capitals,Chicago Blackhawks,2,3,False
2026-01-04,2025-26,Columbus Blue Jackets,Pittsburgh Penguins,4,5,False
2026-01-04,2025-26,Chicago Blackhawks,Vegas Golden Knights,3,2,False
2026-01-04,2025-26,Dallas Stars,Montreal Canadiens,3,4,False
2026-01-04,2025-26,Florida Panthers,Colorado Avalanche,2,1,False
2026-01-04,2025-26,New Jersey Devils,Carolina Hurricanes,1,3,False
2026-01-05,2025-26,Calgary Flames,Seattle Kraken,1,5,False
2026-01-05,2025-26,Los Angeles Kings,Minnesota Wild,4,2,False
2026-01-05,2025-26,New York Rangers,Utah Mammoth,2,3,False
2026-01-05,2025-26,Ottawa Senators,Detroit Red Wings,3,5,False
2026-01-05,2025-26,Washington Capitals,Anaheim Ducks,7,4,False
2026-01-06,2025-26,Buffalo Sabres,Vancouver Canucks,5,3,False
2026-01-06,2025-26,Carolina Hurricanes,Dallas Stars,6,3,False
2026-01-06,2025-26,Edmonton Oilers,Nashville Predators,6,2,False
2026-01-06,2025-26,New York Islanders,New Jersey Devils,9,0,False
2026-01-06,2025-26,Philadelphia Flyers,Anaheim Ducks,5,2,False
2026-01-06,2025-26,Seattle Kraken,Boston Bruins,7,4,False
2026-01-06,2025-26,San Jose Sharks,Columbus Blue Jackets,5,2,False
2026-01-06,2025-26,Tampa Bay Lightning,Colorado Avalanche,4,2,False
2026-01-06,2025-26,Toronto Maple Leafs,Florida Panthers,4,1,False
2026-01-06,2025-26,Winnipeg Jets,Vegas Golden Knights,3,4,False
2026-01-07,2025-26,Chicago Blackhawks,St. Louis Blues,7,3,False
2026-01-07,2025-26,Los Angeles Kings,San Jose Sharks,3,4,False
2026-01-07,2025-26,Montreal Canadiens,Calgary Flames,4,1,False
2026-01-07,2025-26,Utah Mammoth,Ottawa Senators,3,1,False
2026-01-07,2025-26,Washington Capitals,Dallas Stars,1,4,False
2026-01-08,2025-26,Boston Bruins,Calgary Flames,4,1,False
2026-01-08,2025-26,Carolina Hurricanes,Anaheim Ducks,5,2,False
2026-01-08,2025-26,Colorado Avalanche,Ottawa Senators,8,2,False
2026-01-08,2025-26,Detroit Red Wings,Vancouver Canucks,5,1,False
2026-01-08,2025-26,Montreal Canadiens,Florida Panthers,6,2,False
2026-01-08,2025-26,Nashville Predators,New York Islanders,2,1,False
2026-01-08,2025-26,New York Rangers,Buffalo Sabres,2,5,False
2026-01-08,2025-26,Philadelphia Flyers,Toronto Maple Leafs,1,2,False
2026-01-08,2025-26,Pittsburgh Penguins,New Jersey Devils,4,1,False
2026-01-08,2025-26,Seattle Kraken,Minnesota Wild,2,3,False
2026-01-08,2025-26,Vegas Golden Knights,Columbus Blue Jackets,5,3,False
2026-01-08,2025-26,Winnipeg Jets,Edmonton Oilers,3,4,False
2026-01-09,2025-26,Chicago Blackhawks,Washington Capitals,1,5,False
2026-01-09,2025-26,Utah Mammoth,St. Louis Blues,4,2,False
2026-01-09,2025-26,Winnipeg Jets,Los Angeles Kings,5,1,False
2026-01-10,2025-26,Boston Bruins,New York Rangers,10,2,False
2026-01-10,2025-26,Buffalo Sabres,Anaheim Ducks,5,3,False
2026-01-10,2025-26,Carolina Hurricanes,Seattle Kraken,3,2,False
2026-01-10,2025-26,Colorado Avalanche,Columbus Blue Jackets,4,0,False
2026-01-10,2025-26,Edmonton Oilers,Los Angeles Kings,3,4,False
2026-01-10,2025-26,Minnesota Wild,New York Islanders,3,4,False
2026-01-10,2025-26,Montreal Canadiens,Detroit Red Wings,0,4,False
2026-01-10,2025-26,Nashville Predators,Chicago Blackhawks,0,3,False
2026-01-10,2025-26,Ottawa Senators,Florida Panthers,2,3,False
2026-01-10,2025-26,Philadelphia Flyers,Tampa Bay Lightning,2,7,False
2026-01-10,2025-26,Pittsburgh Penguins,Calgary Flames,1,2,False
2026-01-10,2025-26,San Jose Sharks,Dallas Stars,5,4,False
2026-01-10,2025-26,Toronto Maple Leafs,Vancouver Canucks,5,0,False
2026-01-10,2025-26,Vegas Golden Knights,St. Louis Blues,4,2,False
2026-01-11,2025-26,Boston Bruins,Pittsburgh Penguins,1,0,False
2026-01-11,2025-26,Nashville Predators,Washington Capitals,3,2,False
2026-01-11,2025-26,San Jose Sharks,Vegas Golden Knights,2,7,False
2026-01-11,2025-26,Utah Mammoth,Columbus Blue Jackets,2,3,False
2026-01-11,2025-26,Winnipeg Jets,New Jersey Devils,4,3,False
2026-01-12,2025-26,Buffalo Sabres,Florida Panthers,3,4,False
2026-01-12,2025-26,Chicago Blackhawks,Edmonton Oilers,1,4,False
2026-01-12,2025-26,Colorado Avalanche,Toronto Maple Leafs,3,4,False
2026-01-12,2025-26,Detroit Red Wings,Carolina Hurricanes,4,3,False
2026-01-12,2025-26,Los Angeles Kings,Dallas Stars,1,3,False
2026-01-12,2025-26,Minnesota Wild,New Jersey Devils,2,5,False
2026-01-12,2025-26,Montreal Canadiens,Vancouver Canucks,6,3,False
2026-01-12,2025-26,New York Rangers,Seattle Kraken,2,4,False
2026-01-12,2025-26,Philadelphia Flyers,Tampa Bay Lightning,1,5,False
2026-01-13,2025-26,Anaheim Ducks,Dallas Stars,3,1,False
2026-01-13,2025-26,Boston Bruins,Detroit Red Wings,3,0,False
2026-01-13,2025-26,Columbus Blue Jackets,Calgary Flames,5,3,False
2026-01-13,2025-26,Nashville Predators,Edmonton Oilers,4,3,False
2026-01-13,2025-26,Ottawa Senators,Vancouver Canucks,2,1,False
2026-01-13,2025-26,Pittsburgh Penguins,Tampa Bay Lightning,1,2,False
2026-01-13,2025-26,St. Louis Blues,Carolina Hurricanes,3,0,False
2026-01-13,2025-26,Utah Mammoth,Toronto Maple Leafs,6,1,False
2026-01-13,2025-26,Winnipeg Jets,New York Islanders,5,4,False
2026-01-13,2025-26,Washington Capitals,Montreal Canadiens,3,2,False
2026-01-14,2025-26,Buffalo Sabres,Philadelphia Flyers,5,2,False
2026-01-14,2025-26,Los Angeles Kings,Vegas Golden Knights,2,3,False
2026-01-14,2025-26,New Jersey Devils,Seattle Kraken,3,2,False
2026-01-14,2025-26,New York Rangers,Ottawa Senators,4,8,False
2026-01-15,2025-26,Boston Bruins,Seattle Kraken,4,2,False
2026-01-15,2025-26,Buffalo Sabres,Montreal Canadiens,5,3,False
2026-01-15,2025-26,Columbus Blue Jackets,Vancouver Canucks,4,1,False
2026-01-15,2025-26,Chicago Blackhawks,Calgary Flames,1,3,False
2026-01-15,2025-26,Edmonton Oilers,New York Islanders,0,1,False
2026-01-15,2025-26,Minnesota Wild,Winnipeg Jets,2,6,False
2026-01-15,2025-26,Pittsburgh Penguins,Philadelphia Flyers,6,3,False
2026-01-15,2025-26,Utah Mammoth,Dallas Stars,2,1,False
2026-01-15,2025-26,Vegas Golden Knights,Toronto Maple Leafs,6,5,False
2026-01-15,2025-26,Washington Capitals,San Jose Sharks,2,3,False
2026-01-16,2025-26,Carolina Hurricanes,Florida Panthers,9,1,False
2026-01-16,2025-26,Colorado Avalanche,Nashville Predators,3,7,False
2026-01-16,2025-26,Detroit Red Wings,San Jose Sharks,4,2,False
2026-01-16,2025-26,Los Angeles Kings,Anaheim Ducks,2,3,False
2026-01-16,2025-26,St. Louis Blues,Tampa Bay Lightning,3,2,False
2026-01-17,2025-26,Anaheim Ducks,Los Angeles Kings,2,1,False
2026-01-17,2025-26,Buffalo Sabres,Minnesota Wild,4,5,False
2026-01-17,2025-26,Calgary Flames,New York Islanders,4,2,False
2026-01-17,2025-26,Chicago Blackhawks,Boston Bruins,2,5,False
2026-01-17,2025-26,New Jersey Devils,Carolina Hurricanes,1,4,False
2026-01-17,2025-26,Ottawa Senators,Montreal Canadiens,5,6,False
2026-01-17,2025-26,Philadelphia Flyers,New York Rangers,3,6,False
2026-01-17,2025-26,Pittsburgh Penguins,Columbus Blue Jackets,3,4,False
2026-01-17,2025-26,Utah Mammoth,Seattle Kraken,6,3,False
2026-01-17,2025-26,Vancouver Canucks,Edmonton Oilers,0,6,False
2026-01-17,2025-26,Vegas Golden Knights,Nashville Predators,7,2,False
2026-01-17,2025-26,Winnipeg Jets,Toronto Maple Leafs,3,4,False
2026-01-17,2025-26,Washington Capitals,Florida Panthers,2,5,False
2026-01-18,2025-26,Dallas Stars,Tampa Bay Lightning,1,4,False
2026-01-18,2025-26,Detroit Red Wings,Ottawa Senators,4,3,False
2026-01-18,2025-26,Edmonton Oilers,St. Louis Blues,5,0,False
2026-01-19,2025-26,Anaheim Ducks,New York Rangers,5,3,False
2026-01-19,2025-26,Carolina Hurricanes,Buffalo Sabres,2,1,False
2026-01-19,2025-26,Calgary Flames,New Jersey Devils,1,2,False
2026-01-19,2025-26,Chicago Blackhawks,Winnipeg Jets,2,0,False
2026-01-19,2025-26,Colorado Avalanche,Washington Capitals,5,2,False
2026-01-19,2025-26,Florida Panthers,San Jose Sharks,1,4,False
2026-01-19,2025-26,Seattle Kraken,Pittsburgh Penguins,3,6,False
2026-01-19,2025-26,Toronto Maple Leafs,Minnesota Wild,3,6,False
2026-01-19,2025-26,Vancouver Canucks,New York Islanders,3,4,False
2026-01-19,2025-26,Vegas Golden Knights,Philadelphia Flyers,1,2,False
2026-01-20,2025-26,Columbus Blue Jackets,Ottawa Senators,1,4,False
2026-01-20,2025-26,Dallas Stars,Boston Bruins,6,2,False
2026-01-20,2025-26,Edmonton Oilers,New Jersey Devils,1,2,False
2026-01-20,2025-26,Los Angeles Kings,New York Rangers,4,3,False
2026-01-20,2025-26,Montreal Canadiens,Minnesota Wild,4,3,False
