season,week,home_team,away_team,p_home,actual,home_elo_post,away_elo_post,model
2025,1,PHI,DAL,0.5287505638922686,1,1511.3767006302746,1488.6232993697254,MOV_HFA_k15_hfa20
2025,1,LAC,KC,0.5287505638922686,1,1513.7551359068793,1486.2448640931207,MOV_HFA_k15_hfa20
2025,1,ATL,TB,0.5287505638922686,0,1489.0049411225577,1510.9950588774423,MOV_HFA_k15_hfa20
2025,1,CLE,CIN,0.5287505638922686,0,1494.5024705612789,1505.4975294387211,MOV_HFA_k15_hfa20
2025,1,IND,MIA,0.5287505638922686,1,1521.206224624848,1478.793775375152,MOV_HFA_k15_hfa20
2025,1,JAX,CAR,0.5287505638922686,1,1520.027252861391,1479.972747138609,MOV_HFA_k15_hfa20
2025,1,NE,LV,0.5287505638922686,0,1483.5074116838366,1516.4925883161634,MOV_HFA_k15_hfa20
2025,1,NO,ARI,0.5287505638922686,0,1483.5074116838366,1516.4925883161634,MOV_HFA_k15_hfa20
2025,1,NYJ,PIT,0.5287505638922686,0,1491.2866219930165,1508.7133780069835,MOV_HFA_k15_hfa20
2025,1,WAS,NYG,0.5287505638922686,1,1519.5987130787123,1480.4012869212877,MOV_HFA_k15_hfa20
2025,1,DEN,TEN,0.5287505638922686,1,1515.5316126460762,1484.4683873539238,MOV_HFA_k15_hfa20
2025,1,SEA,SF,0.5287505638922686,0,1487.235131943763,1512.764868056237,MOV_HFA_k15_hfa20
2025,1,GB,DET,0.5287505638922686,1,1519.1425069533127,1480.8574930466873,MOV_HFA_k15_hfa20
2025,1,LAR,HOU,0.5287505638922686,1,1512.6654845927162,1487.3345154072838,MOV_HFA_k15_hfa20
2025,1,BUF,BAL,0.5287505638922686,1,1504.8996782696781,1495.1003217303219,MOV_HFA_k15_hfa20
2025,1,CHI,MIN,0.5287505638922686,0,1489.0049411225577,1510.9950588774423,MOV_HFA_k15_hfa20
2025,2,GB,WAS,0.5280961522173129,1,1535.4414884317769,1503.2997316002482,MOV_HFA_k15_hfa20
2025,2,BAL,CLE,0.5296080104661859,1,1516.2679612593436,1473.3348310322572,MOV_HFA_k15_hfa20
2025,2,CIN,JAX,0.5078717103683453,1,1517.3782783454392,1508.1465039546729,MOV_HFA_k15_hfa20
2025,2,DAL,NYG,0.5405256474109214,1,1498.1777999308272,1470.846786360186,MOV_HFA_k15_hfa20
2025,2,DET,CHI,0.5170505794330265,1,1502.590216972201,1467.272217197044,MOV_HFA_k15_hfa20
2025,2,MIA,NE,0.5219846616102171,0,1463.5577466149743,1498.7434404440144,MOV_HFA_k15_hfa20
2025,2,NO,SF,0.48668060128591045,0,1470.427193046182,1525.8450866938915,MOV_HFA_k15_hfa20
2025,2,NYJ,BUF,0.5091905156266511,0,1468.3730487898172,1527.8132514728775,MOV_HFA_k15_hfa20
2025,2,PIT,SEA,0.5594100144321132,0,1485.9897219757613,1509.9587879749852,MOV_HFA_k15_hfa20
2025,2,TEN,LAR,0.48820561712052674,0,1464.6371075595869,1532.4967643870532,MOV_HFA_k15_hfa20
2025,2,ARI,CAR,0.5806285934515371,1,1527.763778648264,1468.7015568065085,MOV_HFA_k15_hfa20
2025,2,IND,DEN,0.5368816263399351,1,1526.0213625493677,1510.7164747215563,MOV_HFA_k15_hfa20
2025,2,KC,PHI,0.49261523059587703,0,1476.001218347468,1521.6203463759273,MOV_HFA_k15_hfa20
2025,2,MIN,ATL,0.560136129308646,0,1487.1902815367635,1512.8097184632365,MOV_HFA_k15_hfa20
2025,2,HOU,TB,0.494732249397457,0,1482.190681450255,1516.138892834471,MOV_HFA_k15_hfa20
2025,2,LV,LAC,0.5326751897941455,0,1496.637866496715,1533.6098577263276,MOV_HFA_k15_hfa20
2025,3,BUF,MIA,0.618931079826403,1,1541.5197019072973,1449.8512961805545,MOV_HFA_k15_hfa20
2025,3,CAR,ATL,0.4653611418617919,1,1492.760305422728,1488.7509698470171,MOV_HFA_k15_hfa20
2025,3,CLE,GB,0.43969858938839507,1,1484.985971323133,1523.790348140901,MOV_HFA_k15_hfa20
2025,3,JAX,HOU,0.5657527270599106,1,1521.691381235365,1468.6458041695628,MOV_HFA_k15_hfa20
2025,3,MIN,CIN,0.4853424949185089,1,1510.3498692654305,1494.2186906167722,MOV_HFA_k15_hfa20
2025,3,NE,PIT,0.5469972452499785,0,1481.6817085196558,1503.05145390012,MOV_HFA_k15_hfa20
2025,3,PHI,LAR,0.5131268727395027,1,1536.806709471223,1517.3104012917574,MOV_HFA_k15_hfa20
2025,3,TB,NYJ,0.5963047392922368,1,1522.7914614488304,1461.7204801754579,MOV_HFA_k15_hfa20
2025,3,TEN,IND,0.4407233441946958,0,1444.8045570708255,1545.8539130381291,MOV_HFA_k15_hfa20
2025,3,WAS,LV,0.538294367437809,1,1523.3172454125383,1476.620352684425,MOV_HFA_k15_hfa20
2025,3,LAC,DEN,0.5614168255157983,1,1542.7299384513703,1501.5963939965136,MOV_HFA_k15_hfa20
2025,3,SEA,NO,0.5848441495222122,1,1528.6408012464856,1451.7451797746817,MOV_HFA_k15_hfa20
2025,3,CHI,DAL,0.4843107571568543,1,1489.6302215475143,1475.8197955803569,MOV_HFA_k15_hfa20
2025,3,SF,ARI,0.5259976276507877,1,1530.7733878134802,1522.8354775286753,MOV_HFA_k15_hfa20
2025,3,NYG,KC,0.52135149705639,0,1450.2086390159975,1496.6393656916564,MOV_HFA_k15_hfa20
2025,3,BAL,DET,0.5483149442279144,0,1498.196395185669,1520.6617830458756,MOV_HFA_k15_hfa20
2025,4,ARI,SEA,0.5204164229772636,0,1512.0137222395617,1539.462556535599,MOV_HFA_k15_hfa20
2025,4,PIT,MIN,0.5182709107154388,1,1513.068728701059,1500.3325944644914,MOV_HFA_k15_hfa20
2025,4,ATL,WAS,0.47904971782558586,1,1505.0002547155668,1507.0679605439886,MOV_HFA_k15_hfa20
2025,4,BUF,NO,0.6529230901838432,1,1554.8732223596376,1438.3916593223414,MOV_HFA_k15_hfa20
2025,4,DET,CLE,0.5794450618828283,1,1539.5867552611483,1466.0609991078604,MOV_HFA_k15_hfa20
2025,4,HOU,TEN,0.5627598767199419,1,1488.3216097171653,1425.128751523223,MOV_HFA_k15_hfa20
2025,4,NE,CAR,0.5128361100620207,1,1503.6040835668648,1470.837930375519,MOV_HFA_k15_hfa20
2025,4,NYG,LAC,0.39712323509020564,1,1462.7451089106673,1530.1934685567005,MOV_HFA_k15_hfa20
2025,4,TB,PHI,0.5086118986793083,0,1507.9457656152751,1551.6524053047783,MOV_HFA_k15_hfa20
2025,4,LAR,IND,0.48770737585055984,1,1533.2896397540453,1529.8746745758413,MOV_HFA_k15_hfa20
2025,4,SF,JAX,0.5417548989385289,0,1516.2129707608733,1536.251798287972,MOV_HFA_k15_hfa20
2025,4,KC,BAL,0.5265166663841703,1,1517.1675085214222,1477.6682523559032,MOV_HFA_k15_hfa20
2025,4,LV,CHI,0.5100582502472585,0,1471.3171711132215,1494.9334031187177,MOV_HFA_k15_hfa20
2025,4,DAL,GB,0.45983387618299454,0,1474.0954185446706,1525.5147251765873,MOV_HFA_k15_hfa20
2025,4,MIA,NYJ,0.5116990491645326,1,1464.104142820916,1447.4676335350964,MOV_HFA_k15_hfa20
2025,4,DEN,CIN,0.539318335666597,1,1522.3270688915168,1473.488015721769,MOV_HFA_k15_hfa20
2025,5,LAR,SF,0.5531559862390742,0,1521.7870843859012,1527.7155261290175,MOV_HFA_k15_hfa20
2025,5,CLE,MIN,0.47947306714207016,0,1454.4857671241177,1511.9078264482341,MOV_HFA_k15_hfa20
2025,5,BAL,HOU,0.5134476561088565,0,1454.5631078310046,1511.426754242064,MOV_HFA_k15_hfa20
2025,5,CAR,MIA,0.5383972633906884,1,1480.436689438104,1454.505383758331,MOV_HFA_k15_hfa20
2025,5,IND,LV,0.6111653465622586,1,1547.3722339805397,1453.819611708523,MOV_HFA_k15_hfa20
2025,5,NO,NYG,0.4937352102898443,1,1457.8698125284284,1443.2669557045804,MOV_HFA_k15_hfa20
2025,5,NYJ,DAL,0.4904630074739369,0,1427.0698504871257,1494.4932015926413,MOV_HFA_k15_hfa20
2025,5,PHI,DEN,0.5705117694624635,0,1537.8793562358371,1536.100117960458,MOV_HFA_k15_hfa20
2025,5,ARI,TEN,0.6491441506745821,0,1505.2644356723058,1431.8780380904789,MOV_HFA_k15_hfa20
2025,5,SEA,TB,0.5736000172666568,0,1527.5348794934735,1519.8734426574008,MOV_HFA_k15_hfa20
2025,5,CIN,DET,0.43404516660173087,0,1456.3059645472033,1556.768806435714,MOV_HFA_k15_hfa20
2025,5,LAC,WAS,0.5617458129541704,0,1505.8386550635132,1531.422774037176,MOV_HFA_k15_hfa20
2025,5,BUF,NE,0.6011497747068856,0,1542.3726642166678,1516.1046417098346,MOV_HFA_k15_hfa20
2025,5,JAX,KC,0.5560107448894837,1,1545.484295299335,1507.9350115100592,MOV_HFA_k15_hfa20
2025,6,NYG,PHI,0.39424489668798846,1,1469.5298173467982,1511.6164945936193,MOV_HFA_k15_hfa20
2025,6,NYJ,DEN,0.3746077869158918,0,1420.8966197150771,1542.2733487325065,MOV_HFA_k15_hfa20
2025,6,BAL,LAR,0.4324546822888293,0,1436.9964729909068,1539.353719225999,MOV_HFA_k15_hfa20
2025,6,CAR,DAL,0.5085525323151939,1,1490.6560522366754,1484.27383879407,MOV_HFA_k15_hfa20
2025,6,IND,ARI,0.5884402607010267,1,1557.3079316954286,1495.328737957417,MOV_HFA_k15_hfa20
2025,6,JAX,SEA,0.5543974402976883,0,1527.2122600778193,1545.806914714989,MOV_HFA_k15_hfa20
2025,6,MIA,LAC,0.45502964982529465,0,1447.0068662832348,1513.3371725386094,MOV_HFA_k15_hfa20
2025,6,NO,NE,0.4451967148869032,0,1444.8751204410607,1529.0993337972022,MOV_HFA_k15_hfa20
2025,6,PIT,CLE,0.6112001721567064,1,1528.862070480752,1438.6924253444247,MOV_HFA_k15_hfa20
2025,6,LV,TEN,0.5600672780864959,1,1469.6433006219088,1416.0543491770932,MOV_HFA_k15_hfa20
2025,6,GB,CIN,0.6256328989278791,1,1538.4449067701282,1443.3757829536623,MOV_HFA_k15_hfa20
2025,6,TB,SF,0.5174895101181011,1,1537.8583455309008,1509.7306232555175,MOV_HFA_k15_hfa20
2025,6,KC,DET,0.4585998363374809,1,1529.3668025625864,1535.3370153831868,MOV_HFA_k15_hfa20
2025,6,ATL,BUF,0.47501990781814546,1,1523.8829639359087,1523.4899549963259,MOV_HFA_k15_hfa20
2025,6,WAS,CHI,0.5805858828959602,0,1525.3863020201422,1500.9698751357514,MOV_HFA_k15_hfa20
2025,7,CIN,PIT,0.40685805474405917,1,1453.1502784034026,1519.0875750310117,MOV_HFA_k15_hfa20
2025,7,JAX,LAR,0.5113074211389925,0,1504.2034261265646,1562.3625531772536,MOV_HFA_k15_hfa20
2025,7,CHI,NO,0.6077910971740786,1,1516.059814735162,1429.7851808416501,MOV_HFA_k15_hfa20
2025,7,CLE,MIA,0.5168105329368735,1,1460.4359513622653,1425.2633402653942,MOV_HFA_k15_hfa20
2025,7,KC,LV,0.6127592125764422,1,1546.7926379966466,1452.2174651878486,MOV_HFA_k15_hfa20
2025,7,MIN,PHI,0.5291684176545719,0,1496.4621135311306,1527.0622075107228,MOV_HFA_k15_hfa20
2025,7,NYJ,CAR,0.428876048300949,0,1407.5192796490498,1504.0333923027026,MOV_HFA_k15_hfa20
2025,7,TEN,NE,0.3692094009538885,0,1399.7476309024435,1545.406052071852,MOV_HFA_k15_hfa20
2025,7,DEN,NYG,0.6303863657540637,1,1546.1162984596178,1465.6868676196868,MOV_HFA_k15_hfa20
2025,7,LAC,IND,0.4655579363111725,0,1494.4258585928264,1576.2192456412115,MOV_HFA_k15_hfa20
2025,7,ARI,GB,0.466782159948038,0,1484.0598843813932,1549.713760346152,MOV_HFA_k15_hfa20
2025,7,DAL,WAS,0.46965406540745097,1,1508.1394058507346,1501.5207349634775,MOV_HFA_k15_hfa20
2025,7,SF,ATL,0.5084146636834649,1,1527.4121755674737,1506.2014116239525,MOV_HFA_k15_hfa20
2025,7,DET,TB,0.525132629090509,1,1555.0861941403364,1518.1091667737512,MOV_HFA_k15_hfa20
2025,7,SEA,HOU,0.5776264743346488,1,1559.72765708611,1497.506011870943,MOV_HFA_k15_hfa20
2025,8,LAC,MIN,0.5258288953520993,1,1515.763558301982,1475.1244138219752,MOV_HFA_k15_hfa20
2025,8,ATL,MIA,0.6413081119925147,0,1477.3425465842893,1454.1222053050574,MOV_HFA_k15_hfa20
2025,8,BAL,CHI,0.41581046678374406,1,1460.7266917345282,1492.3295959915408,MOV_HFA_k15_hfa20
2025,8,CAR,BUF,0.5007820685126158,0,1481.498199219635,1546.0251480793936,MOV_HFA_k15_hfa20
2025,8,CIN,NYJ,0.5933429590028959,0,1446.9811684163333,1413.6883896361192,MOV_HFA_k15_hfa20
2025,8,HOU,SF,0.4857477463659275,1,1516.6740445417995,1508.2441428966172,MOV_HFA_k15_hfa20
2025,8,NE,CLE,0.6466295152716687,1,1561.2851025561831,1444.5569008779341,MOV_HFA_k15_hfa20
2025,8,PHI,NYG,0.6150130646661021,1,1544.0657655937273,1448.6833095366824,MOV_HFA_k15_hfa20
