label,k,home_field.value,margin_of_victory.scale,elevation_edge.value,accuracy,log_loss,brier
k20_hfa35_mov0.75_elev2.0,20,35,0.75,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov0.75_elev1.5,20,35,0.75,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov0.75_elev1.0,20,35,0.75,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov0.75_elev0.5,20,35,0.75,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov0.5_elev3.0,20,35,0.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov0.5_elev2.5,20,35,0.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov0.5_elev2.0,20,35,0.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.5_elev2.5,20,50,0.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.5_elev2.0,20,50,0.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.5_elev1.5,20,50,0.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.5_elev1.0,20,50,0.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.5_elev0.5,20,50,0.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.5_elev3.0,20,35,1.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.5_elev2.5,20,35,1.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.5_elev2.0,20,35,1.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.5_elev1.5,20,35,1.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.5_elev1.0,20,35,1.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.5_elev0.5,20,35,1.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.25_elev3.0,20,35,1.25,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.25_elev2.5,20,35,1.25,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.25_elev2.0,20,35,1.25,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.25_elev1.5,20,35,1.25,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa35_mov1.25_elev1.0,20,35,1.25,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.25_elev1.5,20,50,1.25,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.25_elev1.0,20,50,1.25,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.25_elev0.5,20,50,1.25,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.0_elev3.0,20,50,1.0,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.0_elev2.5,20,50,1.0,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.0_elev2.0,20,50,1.0,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.0_elev1.5,20,50,1.0,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.0_elev1.0,20,50,1.0,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.0_elev0.5,20,50,1.0,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.75_elev3.0,20,50,0.75,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.75_elev2.5,20,50,0.75,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.75_elev2.0,20,50,0.75,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.75_elev1.5,20,50,0.75,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.75_elev1.0,20,50,0.75,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.75_elev0.5,20,50,0.75,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov0.5_elev3.0,20,50,0.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.75_elev0.5,20,65,0.75,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.5_elev3.0,20,65,0.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.5_elev2.5,20,65,0.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.5_elev2.0,20,65,0.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.5_elev1.5,20,65,0.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.5_elev1.0,20,65,0.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.5_elev0.5,20,65,0.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.5_elev3.0,20,50,1.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.5_elev2.5,20,50,1.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.5_elev2.0,20,50,1.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.5_elev1.5,20,50,1.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.5_elev1.0,20,50,1.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.5_elev0.5,20,50,1.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.25_elev3.0,20,50,1.25,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.25_elev2.5,20,50,1.25,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa50_mov1.25_elev2.0,20,50,1.25,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.25_elev2.5,20,65,1.25,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.25_elev2.0,20,65,1.25,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.25_elev1.5,20,65,1.25,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.25_elev1.0,20,65,1.25,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.25_elev0.5,20,65,1.25,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.0_elev3.0,20,65,1.0,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.0_elev2.5,20,65,1.0,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.0_elev2.0,20,65,1.0,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.0_elev1.5,20,65,1.0,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.0_elev1.0,20,65,1.0,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.0_elev0.5,20,65,1.0,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.75_elev3.0,20,65,0.75,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.75_elev2.5,20,65,0.75,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.75_elev2.0,20,65,0.75,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.75_elev1.5,20,65,0.75,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov0.75_elev1.0,20,65,0.75,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.75_elev1.5,20,80,0.75,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.75_elev1.0,20,80,0.75,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.75_elev0.5,20,80,0.75,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.5_elev3.0,20,80,0.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.5_elev2.5,20,80,0.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.5_elev2.0,20,80,0.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.5_elev1.5,20,80,0.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.5_elev1.0,20,80,0.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.5_elev0.5,20,80,0.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.5_elev3.0,20,65,1.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.5_elev2.5,20,65,1.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.5_elev2.0,20,65,1.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.5_elev1.5,20,65,1.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.5_elev1.0,20,65,1.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.5_elev0.5,20,65,1.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa65_mov1.25_elev3.0,20,65,1.25,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.5_elev0.5,20,20,0.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k15_hfa80_mov1.5_elev3.0,15,80,1.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.5_elev2.5,15,80,1.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.5_elev2.0,15,80,1.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.5_elev1.5,15,80,1.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k20_hfa80_mov1.25_elev1.0,20,80,1.25,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.25_elev0.5,20,80,1.25,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.0_elev3.0,20,80,1.0,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.0_elev2.5,20,80,1.0,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.0_elev2.0,20,80,1.0,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.0_elev1.5,20,80,1.0,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.0_elev1.0,20,80,1.0,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.0_elev0.5,20,80,1.0,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.75_elev3.0,20,80,0.75,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.75_elev2.5,20,80,0.75,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov0.75_elev2.0,20,80,0.75,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.5_elev0.5,20,80,1.5,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.25_elev3.0,20,80,1.25,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.25_elev2.5,20,80,1.25,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.25_elev2.0,20,80,1.25,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.25_elev1.5,20,80,1.25,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.75_elev3.0,20,20,0.75,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.75_elev2.5,20,20,0.75,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.75_elev2.0,20,20,0.75,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.75_elev1.5,20,20,0.75,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.75_elev1.0,20,20,0.75,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.75_elev0.5,20,20,0.75,0.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.5_elev3.0,20,20,0.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.5_elev2.5,20,20,0.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.5_elev2.0,20,20,0.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.5_elev1.5,20,20,0.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa20_mov0.5_elev1.0,20,20,0.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k15_hfa80_mov1.25_elev1.5,15,80,1.25,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.25_elev1.0,15,80,1.25,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.25_elev0.5,15,80,1.25,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.0_elev3.0,15,80,1.0,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.0_elev2.5,15,80,1.0,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.0_elev2.0,15,80,1.0,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.0_elev1.5,15,80,1.0,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.0_elev1.0,15,80,1.0,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.0_elev0.5,15,80,1.0,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.75_elev3.0,15,80,0.75,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.75_elev2.5,15,80,0.75,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k20_hfa80_mov1.5_elev3.0,20,80,1.5,3.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.5_elev2.5,20,80,1.5,2.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.5_elev2.0,20,80,1.5,2.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.5_elev1.5,20,80,1.5,1.5,0.6491228070175439,0.6571847770230538,0.2323706736798175
k20_hfa80_mov1.5_elev1.0,20,80,1.5,1.0,0.6491228070175439,0.6571847770230538,0.2323706736798175
k15_hfa80_mov0.5_elev2.5,15,80,0.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.5_elev2.0,15,80,0.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.5_elev1.5,15,80,0.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.5_elev1.0,15,80,0.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.5_elev0.5,15,80,0.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.5_elev3.0,15,65,1.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.5_elev2.5,15,65,1.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.5_elev2.0,15,65,1.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.5_elev1.5,15,65,1.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.5_elev1.0,15,65,1.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.5_elev0.5,15,65,1.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.5_elev1.0,15,80,1.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.5_elev0.5,15,80,1.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.25_elev3.0,15,80,1.25,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.25_elev2.5,15,80,1.25,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov1.25_elev2.0,15,80,1.25,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.25_elev0.5,15,65,1.25,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.0_elev3.0,15,65,1.0,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.0_elev2.5,15,65,1.0,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.0_elev2.0,15,65,1.0,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.0_elev1.5,15,65,1.0,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.0_elev1.0,15,65,1.0,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.0_elev0.5,15,65,1.0,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.75_elev3.0,15,65,0.75,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.75_elev2.5,15,65,0.75,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.75_elev2.0,15,65,0.75,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.75_elev1.5,15,65,0.75,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.75_elev2.0,15,80,0.75,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.75_elev1.5,15,80,0.75,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.75_elev1.0,15,80,0.75,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.75_elev0.5,15,80,0.75,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa80_mov0.5_elev3.0,15,80,0.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.5_elev1.5,15,65,0.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.5_elev1.0,15,65,0.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.5_elev0.5,15,65,0.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.5_elev3.0,15,50,1.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.5_elev2.5,15,50,1.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.5_elev2.0,15,50,1.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.5_elev1.5,15,50,1.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.5_elev1.0,15,50,1.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.5_elev0.5,15,50,1.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.25_elev3.0,15,50,1.25,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.25_elev2.5,15,50,1.25,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.25_elev3.0,15,65,1.25,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.25_elev2.5,15,65,1.25,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.25_elev2.0,15,65,1.25,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.25_elev1.5,15,65,1.25,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov1.25_elev1.0,15,65,1.25,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.0_elev2.5,15,50,1.0,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.0_elev2.0,15,50,1.0,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.0_elev1.5,15,50,1.0,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.0_elev1.0,15,50,1.0,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.0_elev0.5,15,50,1.0,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.75_elev3.0,15,50,0.75,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.75_elev2.5,15,50,0.75,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.75_elev2.0,15,50,0.75,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.75_elev1.5,15,50,0.75,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.75_elev1.0,15,50,0.75,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.75_elev0.5,15,50,0.75,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.75_elev1.0,15,65,0.75,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.75_elev0.5,15,65,0.75,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.5_elev3.0,15,65,0.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.5_elev2.5,15,65,0.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa65_mov0.5_elev2.0,15,65,0.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.5_elev0.5,15,50,0.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.5_elev3.0,15,35,1.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.5_elev2.5,15,35,1.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.5_elev2.0,15,35,1.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.5_elev1.5,15,35,1.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.5_elev1.0,15,35,1.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.5_elev0.5,15,35,1.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.25_elev3.0,15,35,1.25,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.25_elev2.5,15,35,1.25,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.25_elev2.0,15,35,1.25,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.25_elev1.5,15,35,1.25,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.25_elev2.0,15,50,1.25,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.25_elev1.5,15,50,1.25,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.25_elev1.0,15,50,1.25,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.25_elev0.5,15,50,1.25,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov1.0_elev3.0,15,50,1.0,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.0_elev1.5,15,35,1.0,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.0_elev1.0,15,35,1.0,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov1.0_elev0.5,15,35,1.0,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.75_elev3.0,15,35,0.75,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.75_elev2.5,15,35,0.75,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.75_elev2.0,15,35,0.75,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.75_elev1.5,15,35,0.75,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.75_elev1.0,15,35,0.75,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.75_elev0.5,15,35,0.75,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.5_elev3.0,15,35,0.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa35_mov0.5_elev2.5,15,35,0.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.5_elev3.0,15,50,0.5,3.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.5_elev2.5,15,50,0.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.5_elev2.0,15,50,0.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.5_elev1.5,15,50,0.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa50_mov0.5_elev1.0,15,50,0.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa20_mov1.5_elev2.5,15,20,1.5,2.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa20_mov1.5_elev2.0,15,20,1.5,2.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa20_mov1.5_elev1.5,15,20,1.5,1.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa20_mov1.5_elev1.0,15,20,1.5,1.0,0.6491228070175439,0.6637165773930628,0.23546944460869804
k15_hfa20_mov1.5_elev0.5,15,20,1.5,0.5,0.6491228070175439,0.6637165773930628,0.23546944460869804
